from_stop_id,to_stop_id,transfer_type
13129,1764,0
13129,10307,0
13130,8015,0
13130,8016,0
13132,13248,0
13133,8015,0
13133,8016,0
13134,1764,0
13134,10307,0
13135,1831,0
13135,2512,0
13135,2563,0
13135,6398,0
13135,13236,0
13136,13218,0
13136,13219,0
13137,4707,0
13137,4709,0
13138,13297,0
13138,13298,0
13139,8913,0
13139,8918,0
13145,13145,0
13167,3639,0
13167,7594,0
13167,7608,0
13167,7612,0
13167,7765,0
13167,7767,0
13167,11486,0
13167,12790,0
13167,12791,0
13167,12793,0
13167,13123,0
13167,13167,0
13168,7631,0
13168,7636,0
13168,7751,0
13168,7782,0
13168,7787,0
13168,13168,0
13169,7594,0
13169,7608,0
13169,7612,0
13169,7614,0
13169,7765,0
13169,7767,0
13169,7789,0
13169,11486,0
13169,12793,0
13169,13123,0
13169,13169,0
13170,782,0
13170,792,0
13170,7751,0
13170,7782,0
13170,7787,0
13170,13170,0
13171,782,0
13171,7751,0
13171,9303,0
13171,13171,0
13178,1606,0
13178,8886,0
13178,9299,0
13212,4817,0
13212,4818,0
13218,13127,0
13218,13136,0
13219,13127,0
13219,13136,0
13236,13128,0
13236,13135,0
13236,13236,0
13247,13132,0
13247,13248,0
13248,13132,0
13248,13248,0
13252,13252,0
13267,1182,0
13267,1183,0
13297,13125,0
13297,13138,0
13298,13125,0
13298,13138,0
13305,7602,0
13305,7773,0
13305,7774,0
13305,10491,0
13305,10763,0
13305,10764,0
13305,13305,0
13316,832,0
13316,8746,0
13316,13532,0
13316,13569,0
13320,5468,0
13320,5469,0
13320,8354,0
13320,8363,0
13320,13320,0
13327,6577,0
13327,6592,0
13327,13327,0
13327,13328,0
13328,6577,0
13328,6592,0
13328,13327,0
13328,13328,0
13330,2167,0
13330,5901,0
13330,13330,0
13345,8353,0
13345,8364,0
13458,6206,0
13459,4171,0
13465,13465,0
13465,13586,0
13475,8776,0
13477,8223,0
13477,8225,0
13481,13067,0
13482,8223,0
13482,8225,0
13499,5635,0
13499,9207,0
13506,2253,0
13506,8198,0
13506,8357,0
13506,8360,0
13506,10857,0
13506,10858,0
13506,10859,0
13506,13638,0
13529,8543,0
13529,8561,0
13530,13530,0
13532,832,0
13532,8747,0
13532,13316,0
13532,13569,0
13546,13546,0
13546,13766,0
13569,8746,0
13569,8747,0
13569,13316,0
13569,13532,0
13584,13584,0
13586,13465,0
13591,9105,0
13591,10779,0
13591,13591,0
13594,2420,0
13594,2421,0
13597,13597,0
13601,13602,0
13601,13711,0
13601,13732,0
13602,13601,0
13602,13711,0
13602,13732,0
13604,13604,0
13607,12374,0
13609,605,0
13609,6218,0
13611,8342,0
13611,8375,0
13613,13613,0
13614,2594,0
13614,3633,0
13615,13712,0
13615,13772,0
13616,2594,0
13616,3633,0
13617,605,0
13617,6218,0
13619,12374,0
13636,5846,0
13636,8209,0
13636,8210,0
13636,8211,0
13636,8212,0
13636,10180,0
13636,13068,0
13636,13073,0
13637,6470,0
13637,13637,0
13639,10715,0
13648,9477,0
13685,10107,0
13693,13714,0
13693,13725,0
13704,13714,0
13704,13725,0
13705,5635,0
13705,9207,0
13709,13712,0
13709,13727,0
13709,13772,0
13709,13773,0
13710,3397,0
13711,13732,0
13712,13615,0
13712,13709,0
13712,13772,0
13712,13773,0
13713,4539,0
13713,13791,0
13714,13693,0
13714,13704,0
13715,6876,0
13715,6877,0
13717,13770,0
13717,13771,0
13718,7136,0
13718,13776,0
13718,13777,0
13720,3848,0
13721,7136,0
13721,13776,0
13721,13777,0
13722,13770,0
13722,13771,0
13724,6876,0
13724,6877,0
13725,13693,0
13725,13704,0
13726,4539,0
13726,13791,0
13727,13615,0
13727,13709,0
13727,13772,0
13727,13773,0
13728,13601,0
13728,13602,0
13728,13733,0
13729,3397,0
13729,3398,0
13732,13711,0
13733,13601,0
13733,13602,0
13733,13728,0
13770,13717,0
13770,13722,0
13770,13770,0
13770,13771,0
13771,13717,0
13771,13722,0
13771,13770,0
13771,13771,0
13772,13615,0
13772,13712,0
13773,13615,0
13773,13709,0
13773,13712,0
13773,13727,0
13776,13718,0
13776,13721,0
13777,7136,0
13777,13718,0
13777,13721,0
13780,2580,0
13780,7602,0
13780,10491,0
13781,13716,0
13781,13723,0
13781,13781,0
13782,13716,0
13782,13723,0
13782,13782,0
13783,3234,0
13783,3235,0
13784,3234,0
13784,3235,0
13791,13713,0
13791,13726,0
13792,4537,0
13792,4538,0
13792,4539,0
13792,13792,0
13876,9505,0
13876,13877,0
13877,13876,0
13877,13877,0
13910,11499,0
13910,11516,0
13918,735,0
13918,9122,0
13918,9599,0
13918,9757,0
13918,9758,0
13918,9860,0
